Special_Occasion,Day,Month,Year,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Sem-Break,24,4,2017,1,No,Z,O,Y,WW,6,ZZ1,9,YY2,12,B,27
Sem-Break,24,4,2017,2,No,O,O,Y,YY,300,XX1,450,YY2,600,B,1350
Sem-Break,24,4,2017,3,No,W,N,X,WW,32,LL1,48,YY2,64,B,144
Sem-Break,24,4,2017,0,Yes,L,W,M,LL,0,LL1,0,LL2,0,L,0
Sem-Break,24,4,2017,1,No,Z,Y,L,LL,218,MM1,327,WW2,436,L,981
Sem-Break,24,4,2017,2,Yes,X,N,Y,ZZ,120,XX1,180,XX2,240,L,540
Sem-Break,24,4,2017,3,No,L,N,Y,YY,206,LL1,309,WW2,412,L,927
Sem-Break,24,4,2017,0,No,M,O,N,XX,286,WW1,429,ZZ2,572,D,1287
Sem-Break,24,4,2017,1,No,Y,N,W,MM,124,YY1,186,ZZ2,248,D,558
Sem-Break,24,4,2017,2,No,O,X,O,YY,98,LL1,147,MM2,196,D,441
Sem-Break,24,4,2017,3,No,W,X,Y,MM,524,XX1,786,XX2,1048,D,2358
Sem-Break,23,9,2017,0,No,N,N,N,MM,172,WW1,258,XX2,344,B,774
Sem-Break,23,9,2017,1,No,M,O,X,MM,140,ZZ1,210,ZZ2,280,B,630
Sem-Break,23,9,2017,2,No,N,M,X,YY,192,MM1,288,MM2,384,B,864
Sem-Break,23,9,2017,3,No,W,L,Z,YY,136,ZZ1,204,XX2,272,B,612
Sem-Break,23,9,2017,0,No,X,X,L,ZZ,6,LL1,9,LL2,12,L,27
Sem-Break,23,9,2017,1,No,L,N,W,MM,4,WW1,6,XX2,8,L,18
Sem-Break,23,9,2017,2,Yes,Z,L,X,YY,258,MM1,387,WW2,516,L,1161
Sem-Break,23,9,2017,3,No,L,Z,Y,YY,374,ZZ1,561,LL2,748,L,1683
Sem-Break,23,9,2017,0,No,Y,W,X,YY,242,MM1,363,WW2,484,D,1089
Sem-Break,23,9,2017,1,No,Z,Z,X,ZZ,276,LL1,414,YY2,552,D,1242
Sem-Break,23,9,2017,2,No,W,N,Y,YY,444,ZZ1,666,LL2,888,D,1998
Sem-Break,23,9,2017,3,No,N,Z,X,ZZ,178,ZZ1,267,WW2,356,D,801
Regular,25,3,2017,0,No,L,O,Y,XX,0,LL1,0,MM2,0,B,0
Regular,25,3,2017,1,No,O,M,W,ZZ,162,WW1,243,XX2,324,B,729
Regular,25,3,2017,2,No,L,W,N,MM,34,MM1,51,XX2,68,B,153
Regular,25,3,2017,3,No,W,W,W,MM,228,MM1,342,YY2,456,B,1026
Regular,25,3,2017,0,No,N,O,Z,ZZ,180,MM1,270,MM2,360,L,810
Regular,25,3,2017,1,No,W,N,W,LL,240,XX1,360,WW2,480,L,1080
Regular,25,3,2017,2,No,M,Z,W,XX,334,LL1,501,MM2,668,L,1503
Regular,25,3,2017,3,No,Z,Z,N,WW,162,ZZ1,243,YY2,324,L,729
Regular,25,3,2017,0,Yes,M,Y,M,ZZ,266,ZZ1,399,LL2,532,D,1197
Regular,25,3,2017,1,No,Z,X,L,ZZ,424,YY1,636,ZZ2,848,D,1908
Regular,25,3,2017,2,No,L,M,Y,XX,268,YY1,402,XX2,536,D,1206
Regular,25,3,2017,3,No,N,N,M,XX,528,YY1,792,WW2,1056,D,2376
Regular,25,1,2018,0,No,O,X,L,MM,274,WW1,411,ZZ2,548,B,1233
Regular,25,1,2018,1,No,Y,W,N,WW,460,MM1,690,WW2,920,B,2070
Regular,25,1,2018,2,No,X,M,W,LL,158,XX1,237,ZZ2,316,B,711
Regular,25,1,2018,3,No,X,Y,Z,XX,398,MM1,597,XX2,796,B,1791
Regular,25,1,2018,0,No,M,L,M,ZZ,470,LL1,705,MM2,940,L,2115
Regular,25,1,2018,1,No,X,L,L,XX,114,ZZ1,171,WW2,228,L,513
Regular,25,1,2018,2,No,N,Z,L,MM,444,YY1,666,YY2,888,L,1998
Regular,25,1,2018,3,No,Y,O,Y,ZZ,54,XX1,81,WW2,108,L,243
Regular,25,1,2018,0,No,X,X,O,YY,212,MM1,318,LL2,424,D,954
Regular,25,1,2018,1,No,O,W,M,MM,134,MM1,201,XX2,268,D,603
Regular,25,1,2018,2,No,L,W,M,MM,258,WW1,387,MM2,516,D,1161
Regular,25,1,2018,3,No,N,Z,X,YY,70,XX1,105,ZZ2,140,D,315
Regular,1,7,2017,0,Yes,Y,N,N,ZZ,0,YY1,0,LL2,0,B,0
Regular,1,7,2017,1,No,W,O,X,ZZ,0,LL1,0,WW2,0,B,0
Regular,1,7,2017,2,No,L,X,X,MM,336,XX1,504,YY2,672,B,1512
Regular,1,7,2017,3,No,Y,N,M,YY,446,YY1,669,LL2,892,B,2007
Regular,1,7,2017,0,No,X,L,N,WW,258,YY1,387,LL2,516,L,1161
Regular,1,7,2017,1,No,O,Z,W,XX,356,LL1,534,LL2,712,L,1602
Regular,1,7,2017,2,No,Z,X,L,WW,208,LL1,312,MM2,416,L,936
Regular,1,7,2017,3,No,Y,W,W,WW,128,ZZ1,192,ZZ2,256,L,576
Regular,1,7,2017,0,No,X,W,L,ZZ,158,WW1,237,XX2,316,D,711
Regular,1,7,2017,1,No,X,M,Y,WW,172,XX1,258,LL2,344,D,774
Regular,1,7,2017,2,Yes,X,X,O,XX,354,XX1,531,XX2,708,D,1593
Regular,1,7,2017,3,Yes,L,W,Z,XX,0,XX1,0,XX2,0,D,0
Regular,24,8,2017,0,Yes,Z,X,X,WW,0,ZZ1,0,WW2,0,B,0
Regular,24,8,2017,1,No,W,L,M,MM,0,MM1,0,MM2,0,B,0
Regular,24,8,2017,2,No,L,M,N,WW,58,XX1,87,MM2,116,B,261
Regular,24,8,2017,3,Yes,N,L,Z,LL,366,LL1,549,ZZ2,732,B,1647
Regular,24,8,2017,0,No,Y,X,O,ZZ,146,YY1,219,XX2,292,L,657
Regular,24,8,2017,1,Yes,Y,M,L,ZZ,218,LL1,327,MM2,436,L,981
Regular,24,8,2017,2,No,L,Z,Z,LL,36,ZZ1,54,LL2,72,L,162
Regular,24,8,2017,3,Yes,X,L,X,WW,160,LL1,240,XX2,320,L,720
Regular,24,8,2017,0,No,Y,Y,M,MM,428,XX1,642,LL2,856,D,1926
Regular,24,8,2017,1,No,Y,O,W,XX,218,ZZ1,327,XX2,436,D,981
Regular,24,8,2017,2,No,W,Y,M,XX,198,XX1,297,MM2,396,D,891
Regular,24,8,2017,3,No,W,W,L,LL,320,YY1,480,XX2,640,D,1440
Sem-Break,26,11,2017,0,Yes,M,N,M,XX,302,LL1,453,LL2,604,B,1359
Sem-Break,26,11,2017,1,Yes,O,Y,N,LL,72,XX1,108,XX2,144,B,324
Sem-Break,26,11,2017,2,No,M,X,N,WW,138,MM1,207,MM2,276,B,621
Sem-Break,26,11,2017,3,No,M,W,X,XX,364,YY1,546,YY2,728,B,1638
Sem-Break,26,11,2017,0,No,O,W,M,YY,0,YY1,0,MM2,0,L,0
Sem-Break,26,11,2017,1,No,Z,N,X,XX,268,LL1,402,ZZ2,536,L,1206
Sem-Break,26,11,2017,2,Yes,L,X,M,WW,198,MM1,297,YY2,396,L,891
Sem-Break,26,11,2017,3,No,Z,Y,L,YY,256,MM1,384,MM2,512,L,1152
Sem-Break,26,11,2017,0,No,N,M,W,WW,386,YY1,579,XX2,772,D,1737
Sem-Break,26,11,2017,1,No,O,W,M,MM,96,ZZ1,144,YY2,192,D,432
Sem-Break,26,11,2017,2,Yes,X,L,Y,ZZ,180,XX1,270,XX2,360,D,810
Sem-Break,26,11,2017,3,No,N,M,N,LL,190,LL1,285,YY2,380,D,855
Sem-Break,9,3,2018,0,No,Y,X,Y,LL,144,ZZ1,216,WW2,288,B,648
Sem-Break,9,3,2018,1,No,O,W,M,XX,400,XX1,600,YY2,800,B,1800
Sem-Break,9,3,2018,2,No,N,N,Y,YY,390,MM1,585,MM2,780,B,1755
Sem-Break,9,3,2018,3,No,L,X,Y,WW,110,YY1,165,MM2,220,B,495
Sem-Break,9,3,2018,0,Yes,X,Z,X,WW,0,WW1,0,WW2,0,L,0
Sem-Break,9,3,2018,1,No,M,Z,Z,XX,316,MM1,474,XX2,632,L,1422
Sem-Break,9,3,2018,2,No,X,Y,L,YY,378,LL1,567,LL2,756,L,1701
Sem-Break,9,3,2018,3,No,W,L,X,MM,8,WW1,12,LL2,16,L,36
Sem-Break,9,3,2018,0,No,X,L,Y,WW,336,YY1,504,ZZ2,672,D,1512
Sem-Break,9,3,2018,1,No,O,Y,Y,YY,148,YY1,222,ZZ2,296,D,666
Sem-Break,9,3,2018,2,No,M,O,O,ZZ,538,WW1,807,WW2,1076,D,2421
Sem-Break,9,3,2018,3,No,M,M,X,YY,206,XX1,309,WW2,412,D,927
Regular,7,7,2017,0,No,X,W,X,YY,332,ZZ1,498,XX2,664,B,1494
Regular,7,7,2017,1,Yes,Z,X,N,YY,48,ZZ1,72,YY2,96,B,216
Regular,7,7,2017,2,No,O,N,M,MM,450,MM1,675,WW2,900,B,2025
Regular,7,7,2017,3,No,M,Y,O,WW,172,LL1,258,ZZ2,344,B,774
Regular,7,7,2017,0,No,N,X,X,LL,256,WW1,384,ZZ2,512,L,1152
Regular,7,7,2017,1,No,N,Z,Z,MM,582,WW1,873,YY2,1164,L,2619
Regular,7,7,2017,2,No,X,Y,Y,MM,288,ZZ1,432,WW2,576,L,1296
Regular,7,7,2017,3,No,Y,W,X,YY,78,LL1,117,MM2,156,L,351
Regular,7,7,2017,0,No,L,M,Z,WW,66,YY1,99,MM2,132,D,297
Regular,7,7,2017,1,No,Y,Y,O,MM,446,ZZ1,669,LL2,892,D,2007
Regular,7,7,2017,2,No,X,L,W,WW,468,ZZ1,702,WW2,936,D,2106
Regular,7,7,2017,3,No,L,M,N,XX,154,XX1,231,XX2,308,D,693
Regular,29,4,2017,0,No,O,M,M,MM,290,ZZ1,435,WW2,580,B,1305
Regular,29,4,2017,1,No,O,L,Y,YY,304,ZZ1,456,MM2,608,B,1368
Regular,29,4,2017,2,No,Y,Y,L,YY,84,LL1,126,MM2,168,B,378
Regular,29,4,2017,3,Yes,M,N,W,MM,0,ZZ1,0,LL2,0,B,0
Regular,29,4,2017,0,No,Y,N,N,XX,94,WW1,141,WW2,188,L,423
Regular,29,4,2017,1,No,M,N,Y,WW,16,ZZ1,24,WW2,32,L,72
Regular,29,4,2017,2,No,W,W,L,MM,274,ZZ1,411,LL2,548,L,1233
Regular,29,4,2017,3,No,M,L,X,LL,226,XX1,339,LL2,452,L,1017
Regular,29,4,2017,0,No,N,L,O,YY,92,LL1,138,XX2,184,D,414
Regular,29,4,2017,1,No,Y,M,W,XX,186,YY1,279,XX2,372,D,837
Regular,29,4,2017,2,No,Y,Y,Z,LL,398,LL1,597,YY2,796,D,1791
Regular,29,4,2017,3,Yes,O,L,Z,XX,232,WW1,348,LL2,464,D,1044
Regular,28,7,2017,0,No,L,Z,L,ZZ,130,LL1,195,YY2,260,B,585
Regular,28,7,2017,1,No,N,L,O,YY,466,WW1,699,XX2,932,B,2097
Regular,28,7,2017,2,No,O,N,N,YY,252,XX1,378,ZZ2,504,B,1134
Regular,28,7,2017,3,Yes,X,N,Z,LL,0,WW1,0,ZZ2,0,B,0
Regular,28,7,2017,0,No,M,W,Z,ZZ,438,MM1,657,MM2,876,L,1971
Regular,28,7,2017,1,No,W,L,W,XX,0,YY1,0,XX2,0,L,0
Regular,28,7,2017,2,Yes,Z,N,N,YY,0,WW1,0,WW2,0,L,0
Regular,28,7,2017,3,No,M,W,Z,YY,254,LL1,381,WW2,508,L,1143
Regular,28,7,2017,0,No,Z,X,W,WW,242,MM1,363,ZZ2,484,D,1089
Regular,28,7,2017,1,No,Z,Y,N,ZZ,388,YY1,582,YY2,776,D,1746
Regular,28,7,2017,2,No,X,O,Z,WW,372,MM1,558,ZZ2,744,D,1674
Regular,28,7,2017,3,Yes,L,L,X,XX,194,YY1,291,ZZ2,388,D,873
Sem-Break,20,9,2017,0,No,W,L,O,YY,216,LL1,324,ZZ2,432,B,972
Sem-Break,20,9,2017,1,No,W,M,W,YY,66,WW1,99,WW2,132,B,297
Sem-Break,20,9,2017,2,No,W,Y,O,XX,98,YY1,147,YY2,196,B,441
Sem-Break,20,9,2017,3,Yes,O,O,Y,WW,226,WW1,339,ZZ2,452,B,1017
Sem-Break,20,9,2017,0,No,O,X,Z,MM,374,WW1,561,XX2,748,L,1683
Sem-Break,20,9,2017,1,No,Y,M,Z,WW,50,YY1,75,MM2,100,L,225
Sem-Break,20,9,2017,2,Yes,M,M,M,LL,92,YY1,138,LL2,184,L,414
Sem-Break,20,9,2017,3,No,Z,O,Z,MM,208,ZZ1,312,WW2,416,L,936
Sem-Break,20,9,2017,0,No,O,Y,Z,LL,0,ZZ1,0,WW2,0,D,0
Sem-Break,20,9,2017,1,No,Z,X,N,MM,328,WW1,492,ZZ2,656,D,1476
Sem-Break,20,9,2017,2,No,L,N,W,YY,0,ZZ1,0,ZZ2,0,D,0
Sem-Break,20,9,2017,3,No,X,M,Z,YY,304,LL1,456,ZZ2,608,D,1368
Regular,1,12,2017,0,No,L,O,N,LL,150,LL1,225,XX2,300,B,675
Regular,1,12,2017,1,No,O,X,M,XX,468,WW1,702,LL2,936,B,2106
Regular,1,12,2017,2,No,N,N,L,WW,306,YY1,459,ZZ2,612,B,1377
Regular,1,12,2017,3,No,W,O,X,ZZ,0,LL1,0,WW2,0,B,0
Regular,1,12,2017,0,No,W,W,L,ZZ,328,MM1,492,ZZ2,656,L,1476
Regular,1,12,2017,1,No,O,Y,O,MM,532,MM1,798,XX2,1064,L,2394
Regular,1,12,2017,2,No,N,X,Z,YY,118,WW1,177,WW2,236,L,531
Regular,1,12,2017,3,Yes,Z,M,L,XX,84,WW1,126,ZZ2,168,L,378
Regular,1,12,2017,0,No,X,Z,M,MM,188,LL1,282,LL2,376,D,846
Regular,1,12,2017,1,No,W,W,Z,LL,122,XX1,183,WW2,244,D,549
Regular,1,12,2017,2,Yes,X,O,W,LL,292,XX1,438,LL2,584,D,1314
Regular,1,12,2017,3,No,W,L,L,ZZ,0,LL1,0,ZZ2,0,D,0
Other-Holidays,7,8,2017,0,No,L,N,O,YY,506,XX1,759,ZZ2,1012,B,2277
Other-Holidays,7,8,2017,1,No,O,X,M,ZZ,54,XX1,81,XX2,108,B,243
Other-Holidays,7,8,2017,2,No,L,W,X,ZZ,0,WW1,0,ZZ2,0,B,0
Other-Holidays,7,8,2017,3,Yes,Z,N,Y,XX,232,YY1,348,ZZ2,464,B,1044
Other-Holidays,7,8,2017,0,Yes,L,Y,X,YY,288,YY1,432,YY2,576,L,1296
Other-Holidays,7,8,2017,1,No,O,O,W,MM,38,LL1,57,XX2,76,L,171
Other-Holidays,7,8,2017,2,No,M,M,X,ZZ,542,ZZ1,813,YY2,1084,L,2439
Other-Holidays,7,8,2017,3,No,X,N,Z,WW,0,ZZ1,0,WW2,0,L,0
Other-Holidays,7,8,2017,0,No,L,M,O,ZZ,432,WW1,648,YY2,864,D,1944
Other-Holidays,7,8,2017,1,No,X,X,Z,LL,18,XX1,27,LL2,36,D,81
Other-Holidays,7,8,2017,2,No,O,Y,L,YY,0,MM1,0,XX2,0,D,0
Other-Holidays,7,8,2017,3,No,O,W,O,YY,306,LL1,459,YY2,612,D,1377
Regular,14,7,2017,0,No,N,M,Z,XX,368,LL1,552,LL2,736,B,1656
Regular,14,7,2017,1,Yes,N,W,X,LL,228,MM1,342,WW2,456,B,1026
Regular,14,7,2017,2,No,O,W,L,MM,154,LL1,231,MM2,308,B,693
Regular,14,7,2017,3,No,W,N,O,XX,0,WW1,0,ZZ2,0,B,0
Regular,14,7,2017,0,No,Z,L,M,XX,240,ZZ1,360,XX2,480,L,1080
Regular,14,7,2017,1,No,Z,N,L,XX,230,MM1,345,LL2,460,L,1035
Regular,14,7,2017,2,No,O,Z,M,LL,52,ZZ1,78,WW2,104,L,234
Regular,14,7,2017,3,Yes,Z,L,W,MM,278,XX1,417,WW2,556,L,1251
Regular,14,7,2017,0,No,L,O,N,LL,186,MM1,279,XX2,372,D,837
Regular,14,7,2017,1,No,Y,Z,W,WW,36,ZZ1,54,ZZ2,72,D,162
Regular,14,7,2017,2,No,X,O,Z,ZZ,114,LL1,171,YY2,228,D,513
Regular,14,7,2017,3,Yes,W,X,O,XX,86,WW1,129,MM2,172,D,387
Regular,20,5,2017,0,No,W,X,M,LL,0,ZZ1,0,WW2,0,B,0
Regular,20,5,2017,1,No,Z,Z,X,MM,362,ZZ1,543,XX2,724,B,1629
Regular,20,5,2017,2,No,Y,N,W,ZZ,42,ZZ1,63,MM2,84,B,189
Regular,20,5,2017,3,No,N,N,X,ZZ,24,WW1,36,YY2,48,B,108
Regular,20,5,2017,0,No,O,M,X,ZZ,154,MM1,231,ZZ2,308,L,693
Regular,20,5,2017,1,No,M,X,N,WW,0,YY1,0,MM2,0,L,0
Regular,20,5,2017,2,No,M,N,W,XX,356,XX1,534,XX2,712,L,1602
Regular,20,5,2017,3,No,W,O,O,LL,298,WW1,447,LL2,596,L,1341
Regular,20,5,2017,0,No,Z,N,O,MM,418,LL1,627,WW2,836,D,1881
Regular,20,5,2017,1,No,L,X,L,LL,272,YY1,408,LL2,544,D,1224
Regular,20,5,2017,2,No,N,Z,L,LL,432,MM1,648,MM2,864,D,1944
Regular,20,5,2017,3,No,L,Z,W,YY,104,MM1,156,YY2,208,D,468
Other-Holidays,16,6,2017,0,No,L,X,W,LL,224,XX1,336,XX2,448,B,1008
Other-Holidays,16,6,2017,1,No,M,Z,X,MM,390,XX1,585,YY2,780,B,1755
Other-Holidays,16,6,2017,2,No,L,X,O,XX,178,WW1,267,XX2,356,B,801
Other-Holidays,16,6,2017,3,No,W,W,X,XX,162,ZZ1,243,LL2,324,B,729
Other-Holidays,16,6,2017,0,No,M,N,Z,XX,0,MM1,0,LL2,0,L,0
Other-Holidays,16,6,2017,1,No,W,W,W,LL,244,WW1,366,WW2,488,L,1098
Other-Holidays,16,6,2017,2,No,X,O,O,YY,208,WW1,312,LL2,416,L,936
Other-Holidays,16,6,2017,3,Yes,L,M,W,XX,0,LL1,0,WW2,0,L,0
Other-Holidays,16,6,2017,0,Yes,Y,N,Y,XX,326,LL1,489,YY2,652,D,1467
Other-Holidays,16,6,2017,1,No,N,X,M,ZZ,264,XX1,396,XX2,528,D,1188
Other-Holidays,16,6,2017,2,Yes,L,N,W,XX,306,MM1,459,LL2,612,D,1377
Other-Holidays,16,6,2017,3,No,X,N,O,LL,298,YY1,447,MM2,596,D,1341
Regular,27,5,2017,0,No,X,X,Y,MM,214,LL1,321,XX2,428,B,963
Regular,27,5,2017,1,Yes,M,M,M,WW,482,XX1,723,LL2,964,B,2169
Regular,27,5,2017,2,No,O,Y,O,XX,0,YY1,0,WW2,0,B,0
Regular,27,5,2017,3,No,O,O,Z,ZZ,62,YY1,93,WW2,124,B,279
Regular,27,5,2017,0,Yes,Y,W,X,XX,396,YY1,594,YY2,792,L,1782
Regular,27,5,2017,1,No,Y,X,X,YY,514,XX1,771,YY2,1028,L,2313
Regular,27,5,2017,2,No,N,N,W,ZZ,0,YY1,0,LL2,0,L,0
Regular,27,5,2017,3,Yes,O,L,W,WW,338,YY1,507,WW2,676,L,1521
Regular,27,5,2017,0,No,N,X,O,YY,420,WW1,630,XX2,840,D,1890
Regular,27,5,2017,1,No,M,N,X,ZZ,396,WW1,594,XX2,792,D,1782
Regular,27,5,2017,2,No,M,Z,W,ZZ,32,YY1,48,YY2,64,D,144
Regular,27,5,2017,3,No,N,Z,Z,LL,364,WW1,546,LL2,728,D,1638
Fest,26,7,2017,0,No,M,Y,N,WW,378,YY1,567,WW2,756,B,1701
Fest,26,7,2017,1,No,W,W,M,XX,136,WW1,204,YY2,272,B,612
Fest,26,7,2017,2,No,Y,Z,Z,WW,302,XX1,453,LL2,604,B,1359
Fest,26,7,2017,3,No,X,L,O,ZZ,152,ZZ1,228,LL2,304,B,684
Fest,26,7,2017,0,No,X,Y,L,YY,444,LL1,666,LL2,888,L,1998
Fest,26,7,2017,1,No,Y,O,X,YY,260,YY1,390,LL2,520,L,1170
Fest,26,7,2017,2,Yes,M,M,M,WW,416,WW1,624,ZZ2,832,L,1872
Fest,26,7,2017,3,No,L,Z,N,LL,344,XX1,516,LL2,688,L,1548
Fest,26,7,2017,0,No,W,W,Y,ZZ,126,MM1,189,YY2,252,D,567
Fest,26,7,2017,1,No,M,Y,Z,YY,8,LL1,12,XX2,16,D,36
Fest,26,7,2017,2,No,Z,Z,O,ZZ,150,WW1,225,XX2,300,D,675
Fest,26,7,2017,3,No,M,W,Z,MM,62,WW1,93,ZZ2,124,D,279
Regular,16,8,2017,0,Yes,L,N,W,ZZ,356,WW1,534,WW2,712,B,1602
Regular,16,8,2017,1,No,W,N,W,MM,270,YY1,405,XX2,540,B,1215
Regular,16,8,2017,2,No,W,W,Z,WW,144,XX1,216,XX2,288,B,648
Regular,16,8,2017,3,No,Z,N,Z,WW,74,MM1,111,XX2,148,B,333
Regular,16,8,2017,0,No,M,Y,Z,WW,20,LL1,30,YY2,40,L,90
Regular,16,8,2017,1,No,L,O,X,MM,458,LL1,687,MM2,916,L,2061
Regular,16,8,2017,2,No,L,W,Y,YY,228,YY1,342,YY2,456,L,1026
Regular,16,8,2017,3,Yes,X,M,N,XX,402,MM1,603,XX2,804,L,1809
Regular,16,8,2017,0,No,Y,M,X,XX,174,XX1,261,XX2,348,D,783
Regular,16,8,2017,1,No,M,M,N,LL,390,LL1,585,MM2,780,D,1755
Regular,16,8,2017,2,No,Y,Z,W,ZZ,268,LL1,402,WW2,536,D,1206
Regular,16,8,2017,3,No,Z,O,O,LL,320,WW1,480,ZZ2,640,D,1440
Sem-Break,6,8,2017,0,No,L,W,Z,YY,0,YY1,0,MM2,0,B,0
Sem-Break,6,8,2017,1,No,O,X,L,LL,228,XX1,342,YY2,456,B,1026
Sem-Break,6,8,2017,2,No,X,W,Y,ZZ,418,XX1,627,WW2,836,B,1881
Sem-Break,6,8,2017,3,No,O,L,N,ZZ,226,YY1,339,ZZ2,452,B,1017
Sem-Break,6,8,2017,0,No,X,Y,N,LL,8,MM1,12,ZZ2,16,L,36
Sem-Break,6,8,2017,1,No,N,M,W,YY,96,WW1,144,MM2,192,L,432
Sem-Break,6,8,2017,2,No,Y,Z,W,MM,160,XX1,240,XX2,320,L,720
Sem-Break,6,8,2017,3,No,X,N,O,YY,16,WW1,24,LL2,32,L,72
Sem-Break,6,8,2017,0,No,N,X,N,XX,422,XX1,633,WW2,844,D,1899
Sem-Break,6,8,2017,1,No,M,L,N,LL,528,LL1,792,XX2,1056,D,2376
Sem-Break,6,8,2017,2,No,Z,O,X,YY,2,WW1,3,XX2,4,D,9
Sem-Break,6,8,2017,3,No,O,Y,L,ZZ,168,ZZ1,252,WW2,336,D,756
Exam,2,7,2017,0,No,X,W,L,LL,462,XX1,693,ZZ2,924,B,2079
Exam,2,7,2017,1,No,Z,L,Y,LL,12,MM1,18,XX2,24,B,54
Exam,2,7,2017,2,No,M,N,W,MM,170,YY1,255,ZZ2,340,B,765
Exam,2,7,2017,3,No,M,L,M,XX,56,WW1,84,ZZ2,112,B,252
Exam,2,7,2017,0,No,M,N,N,WW,230,XX1,345,LL2,460,L,1035
Exam,2,7,2017,1,No,X,W,L,WW,104,LL1,156,MM2,208,L,468
Exam,2,7,2017,2,No,L,L,O,ZZ,198,YY1,297,XX2,396,L,891
Exam,2,7,2017,3,No,Y,L,O,WW,230,LL1,345,WW2,460,L,1035
Exam,2,7,2017,0,No,L,L,X,MM,130,YY1,195,WW2,260,D,585
Exam,2,7,2017,1,No,N,N,X,XX,50,MM1,75,WW2,100,D,225
Exam,2,7,2017,2,No,N,Y,L,MM,0,XX1,0,MM2,0,D,0
Exam,2,7,2017,3,No,W,O,N,MM,368,LL1,552,ZZ2,736,D,1656
Other-Holidays,26,6,2017,0,No,L,X,Y,WW,370,XX1,555,ZZ2,740,B,1665
Other-Holidays,26,6,2017,1,No,Y,O,Y,ZZ,0,ZZ1,0,LL2,0,B,0
Other-Holidays,26,6,2017,2,No,Z,X,W,YY,316,WW1,474,ZZ2,632,B,1422
Other-Holidays,26,6,2017,3,No,O,Y,L,YY,142,WW1,213,LL2,284,B,639
Other-Holidays,26,6,2017,0,No,Z,X,L,MM,72,LL1,108,YY2,144,L,324
Other-Holidays,26,6,2017,1,No,W,N,O,LL,94,YY1,141,LL2,188,L,423
Other-Holidays,26,6,2017,2,Yes,O,Y,O,YY,90,LL1,135,ZZ2,180,L,405
Other-Holidays,26,6,2017,3,No,M,W,O,YY,264,XX1,396,YY2,528,L,1188
Other-Holidays,26,6,2017,0,No,L,Y,W,ZZ,234,LL1,351,WW2,468,D,1053
Other-Holidays,26,6,2017,1,No,M,L,Y,YY,32,XX1,48,LL2,64,D,144
Other-Holidays,26,6,2017,2,No,W,W,X,XX,180,XX1,270,MM2,360,D,810
Other-Holidays,26,6,2017,3,Yes,L,Y,L,ZZ,168,WW1,252,LL2,336,D,756
Regular,6,1,2018,0,No,N,Y,X,MM,494,WW1,741,WW2,988,B,2223
Regular,6,1,2018,1,No,M,W,L,XX,202,YY1,303,LL2,404,B,909
Regular,6,1,2018,2,No,W,O,M,LL,228,XX1,342,XX2,456,B,1026
Regular,6,1,2018,3,No,Z,Y,Y,ZZ,268,ZZ1,402,MM2,536,B,1206
Regular,6,1,2018,0,No,X,M,Z,YY,332,ZZ1,498,MM2,664,L,1494
Regular,6,1,2018,1,Yes,X,N,O,XX,130,ZZ1,195,MM2,260,L,585
Regular,6,1,2018,2,No,X,M,X,XX,186,YY1,279,YY2,372,L,837
Regular,6,1,2018,3,Yes,Z,Z,N,ZZ,270,XX1,405,XX2,540,L,1215
Regular,6,1,2018,0,No,X,M,X,YY,326,WW1,489,MM2,652,D,1467
Regular,6,1,2018,1,No,W,X,Y,LL,346,LL1,519,YY2,692,D,1557
Regular,6,1,2018,2,No,N,M,M,MM,0,WW1,0,ZZ2,0,D,0
Regular,6,1,2018,3,No,L,M,Z,MM,344,YY1,516,XX2,688,D,1548
Exam,25,3,2017,0,No,X,M,Y,YY,326,XX1,489,LL2,652,B,1467
Exam,25,3,2017,1,No,N,L,Y,YY,36,YY1,54,YY2,72,B,162
Exam,25,3,2017,2,No,N,W,Y,ZZ,152,YY1,228,LL2,304,B,684
Exam,25,3,2017,3,No,M,L,M,XX,0,MM1,0,LL2,0,B,0
Exam,25,3,2017,0,No,X,Z,Y,LL,230,XX1,345,WW2,460,L,1035
Exam,25,3,2017,1,No,Y,W,O,MM,0,ZZ1,0,XX2,0,L,0
Exam,25,3,2017,2,No,X,Z,M,XX,472,MM1,708,WW2,944,L,2124
Exam,25,3,2017,3,No,O,Z,N,ZZ,0,WW1,0,YY2,0,L,0
Exam,25,3,2017,0,No,N,O,O,MM,0,LL1,0,MM2,0,D,0
Exam,25,3,2017,1,No,X,Y,X,ZZ,350,WW1,525,ZZ2,700,D,1575
Exam,25,3,2017,2,No,Y,Y,M,ZZ,8,MM1,12,MM2,16,D,36
Exam,25,3,2017,3,No,X,X,M,WW,0,XX1,0,YY2,0,D,0
Sem-Break,11,9,2017,0,No,L,M,Z,MM,128,WW1,192,LL2,256,B,576
Sem-Break,11,9,2017,1,Yes,M,M,L,WW,378,ZZ1,567,WW2,756,B,1701
Sem-Break,11,9,2017,2,No,O,X,O,MM,78,MM1,117,XX2,156,B,351
Sem-Break,11,9,2017,3,No,M,M,Y,LL,192,ZZ1,288,ZZ2,384,B,864
